ExtractedComposition_id,lower_wf_analysis,central_wf_analysis,upper_wf_analysis
5658650,,0.0007783,
5625542,,9e-07,
5614506,,0.0001314,
5592434,,0.0003237,
5647614,,0.0008084,
5636578,,0.0003972,
5603726,,4.02e-05,
5658906,,0.0001548,
5625798,,0.0,
5614762,,1.9e-06,
5592690,,6e-07,
5647870,,1e-06,
5636834,,0.000391,
5582525,,0.0006356,
5582781,,1.06e-05,
5583228,,1.5e-06,
5583484,,1.05e-05,
5603637,,0.0473058,
5658817,,0.8622068,
5625709,,0.1257305,
5614673,,0.000137,
5592601,,3e-07,
5647781,,0.0164151,
5636745,,2.08e-05,
5582692,,0.0016496,
5583395,,0.2982267,
5603548,,0.0001251,
5658728,,3.78e-05,
5625620,,0.0,
5614584,,1.15e-05,
5592512,,0.0001956,
5647692,,9.5e-06,
5636656,,9.4e-06,
5603804,,8.7e-06,
5658984,,4e-07,
5625876,,9e-06,
5614840,,5.2e-06,
5592768,,9e-07,
5647948,,0.0009987,
5636912,,8.6e-06,
5582603,,0.0001594,
5583306,,0.0002959,
5603459,,3.13e-05,
5658639,,1.1e-06,
5625531,,0.0002492,
5614495,,0.0002379,
5592423,,3e-06,
5647603,,4e-06,
5636567,,1.44e-05,
5603715,,1.3e-06,
5658895,,7.7e-06,
5625787,,3.4e-06,
5614751,,1.28e-05,
5592679,,0.1360075,
5647859,,3e-06,
5636823,,3.7e-06,
5582514,,0.1122486,
5582770,,0.0001196,
5583217,,3.54e-05,
5583473,,6.47e-05,
5603626,,1.2e-06,
5658806,,1.58e-05,
5625698,,1.72e-05,
5614662,,0.0011958,
5592590,,0.0471627,
5647770,,4.83e-05,
5636734,,6e-07,
5582681,,1.8e-06,
5583384,,1.36e-05,
5603537,,1.24e-05,
5658717,,2.4e-06,
5625609,,2.94e-05,
5614573,,2e-07,
5592501,,3.2e-06,
5647681,,0.0010121,
5636645,,0.0006996,
5603793,,0.0001552,
5658973,,6.14e-05,
5625865,,0.9036369,
5614829,,0.000157,
5592757,,8.93e-05,
5647937,,4e-06,
5636901,,0.8879364,
5582592,,0.8301541,
5583295,,1.9e-06,
5603704,,6.93e-05,
5658884,,0.0006271,
5625776,,0.0005534,
5614740,,7.65e-05,
5592668,,1.99e-05,
5647848,,1.37e-05,
5636812,,0.0004853,
5582503,,5.9e-06,
5582759,,0.0035893,
5583206,,0.0001674,
5583462,,0.0013639,
5603615,,0.0001946,
5658795,,0.8625055,
5625687,,0.8666313,
5614651,,1.3e-06,
5592579,,1.1e-06,
5647759,,0.0,
5636723,,3.32e-05,
5582670,,9.4e-05,
5583373,,0.000233,
5603526,,0.1098521,
5658706,,2.97e-05,
5625598,,9.6e-06,
5614562,,0.8940572,
5592490,,1.4e-05,
5647670,,4.8e-06,
5636634,,9.4e-06,
5603782,,0.0,
5658962,,1e-07,
5625854,,2.78e-05,
5614818,,0.0,
5592746,,1.1e-06,
5647926,,0.0098602,
5636890,,1.48e-05,
5582581,,7.8e-06,
5583284,,5.36e-05,
5603693,,4.4e-06,
5658873,,1.22e-05,
5625765,,0.0073894,
5614729,,0.0,
5592657,,3e-07,
5647837,,6.82e-05,
5636801,,1.46e-05,
5582492,,8.55e-05,
5582748,,1.9e-06,
5583195,,3.4e-06,
5583451,,1.57e-05,
5603604,,1.8e-05,
5658784,,1.82e-05,
5625676,,1.1e-06,
5614640,,0.0005183,
5592568,,0.924273,
5647748,,3.2e-05,
5636712,,1.2e-06,
5582659,,7e-07,
5583362,,0.6930616,
5603515,,2e-05,
5658695,,7e-07,
5625587,,0.000898,
5614551,,4.76e-05,
5592479,,0.0001198,
5647659,,0.0003518,
5636623,,0.0005924,
5603771,,6e-07,
5658951,,4.4e-06,
5625843,,0.0,
5614807,,4.8e-06,
5592735,,0.000619,
5647915,,1.9e-06,
5636879,,0.0004228,
5582570,,0.000177,
5583273,,0.0001603,
5603682,,2e-07,
5658862,,0.8555986,
5614718,,4.66e-05,
5592646,,0.0001132,
5647826,,0.0004611,
5636790,,1.2e-06,
5582481,,0.0017204,
5582737,,1.23e-05,
5583184,,2.34e-05,
5583440,,0.0001577,
5603593,,0.0,
5658773,,0.0003512,
5625665,,1e-07,
5614629,,0.0231279,
5592557,,2.6e-06,
5647737,,0.6718806,
5636701,,2.04e-05,
5582648,,3.9e-06,
5583351,,1.5e-05,
5603504,,0.0001201,
5658684,,2.09e-05,
5625576,,1.84e-05,
5614540,,1e-06,
5592468,,5e-07,
5647648,,1.7e-06,
5636612,,4.8e-06,
5603760,,1.97e-05,
5658940,,0.8826195,
5625832,,3.4e-06,
5614796,,2.41e-05,
5592724,,1.31e-05,
5647904,,7.6e-06,
5636868,,1.52e-05,
5582559,,0.0027816,
5583262,,6e-07,
5583518,,9.1e-06,
5603671,,1.63e-05,
5658851,,2.94e-05,
5625743,,0.1196591,
5614707,,4.8e-06,
5592635,,3e-07,
5647815,,1e-06,
5636779,,0.0001016,
5582470,,5e-07,
5582726,,0.8860618,
5583173,,0.0002901,
5583429,,0.0028594,
5603582,,2.5e-06,
5658762,,4e-07,
5625654,,4.2e-06,
5614618,,2.09e-05,
5592546,,5e-07,
5647726,,2.15e-05,
5636690,,0.0002197,
5582637,,0.0001347,
5583340,,0.0001713,
5603493,,0.002315,
5658673,,0.1164526,
5625565,,4e-07,
5614529,,1.04e-05,
5592457,,5.8e-06,
5647637,,0.0002702,
5636601,,0.000717,
5603749,,0.0007126,
5658929,,5.77e-05,
5625821,,0.0005503,
5614785,,5.7e-05,
5592713,,3e-07,
5647893,,5.9e-05,
5636857,,0.0002282,
5582548,,5.9e-06,
5582804,,0.0001364,
5583251,,4.09e-05,
5583507,,8.3e-05,
5603660,,0.1087468,
5658840,,0.145918,
5625732,,0.0008941,
5614696,,0.0005601,
5592624,,2.01e-05,
5647804,,0.0001794,
5636768,,1.9e-06,
5582459,,7.1e-06,
5582715,,3.2e-06,
5583418,,1.72e-05,
5603571,,7.31e-05,
5658751,,0.0001109,
5625643,,0.0004852,
5614607,,3e-07,
5592535,,4.6e-06,
5647715,,0.9662914,
5636679,,4.6e-06,
5582626,,8e-07,
5583329,,3e-07,
5603482,,1.55e-05,
5658662,,1.03e-05,
5625554,,0.000135,
5614518,,3.11e-05,
5592446,,3.49e-05,
5647626,,3.4e-06,
5636590,,9.6e-06,
5603738,,2e-07,
5658918,,4e-07,
5625810,,0.0086492,
5614774,,0.0003856,
5592702,,5.38e-05,
5647882,,0.0012557,
5636846,,1.56e-05,
5582537,,2.93e-05,
5582793,,0.1517583,
5583240,,0.0007782,
5583496,,0.0003114,
5603649,,7.48e-05,
5658829,,2.7e-05,
5625721,,1.24e-05,
5614685,,5e-07,
5592613,,6e-07,
5647793,,5.6e-06,
5636757,,0.0001359,
5582704,,9.74e-05,
5583407,,0.0001098,
5603560,,0.1130281,
5658740,,4e-07,
5625632,,0.0081944,
5614596,,3.48e-05,
5592524,,2.68e-05,
5647704,,8.2e-05,
5636668,,4.76e-05,
5582615,,1.4e-05,
5583318,,2.15e-05,
5603471,,0.8879791,
5658651,,0.0001777,
5625543,,9e-07,
5614507,,0.0001157,
5592435,,0.0001765,
5647615,,0.0002498,
5636579,,0.000705,
5603727,,3.53e-05,
5658907,,7.74e-05,
5614763,,6e-07,
5592691,,3e-07,
5647871,,9e-07,
5636835,,0.0002346,
5582526,,0.0004297,
5582782,,6.3e-06,
5583229,,1.1e-06,
5583485,,1.05e-05,
5603638,,0.0009098,
5658818,,0.1418581,
5625710,,0.0004456,
5614674,,9.97e-05,
5592602,,3e-07,
5647782,,0.0013256,
5636746,,2.08e-05,
5582693,,0.0004821,
5583396,,0.0146994,
5603549,,0.0001009,
5658729,,2.74e-05,
5625621,,0.0,
5614585,,9e-07,
5592513,,0.0001879,
5647693,,4.4e-06,
5636657,,3.9e-06,
5603805,,7.6e-06,
5658985,,4e-07,
5625877,,9e-06,
5614841,,5.2e-06,
5592769,,3e-07,
5647949,,0.0007875,
5636913,,8.6e-06,
5582604,,0.0001531,
5583307,,0.0002959,
5603460,,3e-05,
5658640,,8e-07,
5625532,,0.0001246,
5614496,,0.0002368,
5592424,,1.6e-06,
5647604,,2e-06,
5636568,,9.6e-06,
5603716,,0.888215,
5658896,,7.5e-06,
5625788,,1e-06,
5614752,,1.19e-05,
5592680,,0.0002973,
5647860,,2.9e-06,
5636824,,2.7e-06,
5582515,,0.0123249,
5582771,,0.0001196,
5583218,,2.87e-05,
5583474,,5.31e-05,
5603627,,0.9075429,
5658807,,2.74e-05,
5625699,,8.6e-06,
5614663,,0.0006184,
5592591,,0.0002918,
5647771,,9.66e-05,
5636735,,0.784808,
5582682,,1.6e-06,
5583385,,1.33e-05,
5603538,,1.05e-05,
5658718,,2.4e-06,
5625610,,2.94e-05,
5614574,,2e-07,
5592502,,2e-06,
5647682,,0.0005061,
5636646,,4.74e-05,
5603794,,0.0001182,
5658974,,3.82e-05,
5625866,,0.0885518,
5614830,,0.000157,
5592758,,7.7e-06,
5647938,,4e-06,
5636902,,0.1104789,
5582593,,0.1529576,
5583296,,1.5e-06,
5603705,,6.03e-05,
5658885,,0.0001996,
5625777,,0.0002516,
5614741,,4.46e-05,
5592669,,1.37e-05,
5647849,,1.05e-05,
5636813,,0.000349,
5582504,,5.9e-06,
5582760,,0.0029911,
5583207,,0.0001674,
5583463,,0.0006465,
5603616,,0.0001006,
5658796,,0.1418931,
5625688,,0.1244961,
5614652,,1.1e-06,
5592580,,9e-07,
5647760,,0.924916,
5636724,,1.04e-05,
5582671,,4.57e-05,
5583374,,0.0001994,
5603527,,0.0005324,
5658707,,4.46e-05,
5625599,,6.2e-06,
5614563,,0.1055571,
5592491,,1.33e-05,
5647671,,1.6e-06,
5636635,,4.6e-06,
5603783,,0.0,
5658963,,1e-07,
5625855,,1.4e-05,
5614819,,0.8803335,
5592747,,1e-06,
5647927,,0.00986,
5636891,,1.44e-05,
5582582,,7.1e-06,
5583285,,5.36e-05,
5603694,,3.7e-06,
5658874,,1.17e-05,
5625766,,0.0073894,
5614730,,0.0,
5592658,,3e-07,
5647838,,6.52e-05,
5636802,,1.46e-05,
5582493,,6.2e-05,
5582749,,1.9e-06,
5583196,,3e-07,
5583452,,1.43e-05,
5603605,,1.74e-05,
5658785,,9.6e-06,
5625677,,9e-07,
5614641,,0.0002298,
5592569,,0.0746338,
5647749,,1.6e-05,
5636713,,0.8804832,
5582660,,7e-07,
5583363,,0.2900033,
5603516,,1.35e-05,
5658696,,1e-07,
5625588,,0.0001241,
5614552,,4.76e-05,
5592480,,0.0001178,
5647660,,0.0001714,
5636624,,4.76e-05,
5603772,,4e-07,
5658952,,2.9e-06,
5625844,,0.8365721,
5614808,,3.5e-06,
5592736,,0.0005491,
5647916,,1.4e-06,
5636880,,0.000258,
5582571,,0.0001653,
5583274,,0.0001603,
5603683,,0.8448643,
5658863,,0.143251,
5625755,,0.1489633,
5614719,,3.88e-05,
5592647,,5.38e-05,
5647827,,0.0003751,
5636791,,6e-07,
5582482,,0.0012714,
5582738,,6.2e-06,
5583185,,2.34e-05,
5583441,,7.93e-05,
5603594,,0.0,
5658774,,0.0003512,
5625666,,0.0,
5614630,,0.0033218,
5592558,,1.6e-06,
5647738,,0.3297402,
5636702,,2.04e-05,
5582649,,3.5e-06,
5583352,,1.5e-05,
5603505,,8.26e-05,
5658685,,1.79e-05,
5625577,,1.43e-05,
5614541,,0.8943844,
5592469,,0.8538138,
5647649,,2.8e-06,
5636613,,9.4e-06,
5603761,,1.19e-05,
5658941,,0.1169334,
5625833,,1.1e-06,
5614797,,2.41e-05,
5592725,,1e-07,
5647905,,7.6e-06,
5636869,,6.3e-06,
5582560,,0.0027816,
5583263,,3e-07,
5583519,,9.1e-06,
5603672,,1.38e-05,
5658852,,2.76e-05,
5625744,,0.0009168,
5614708,,4.2e-06,
5592636,,3e-07,
5647816,,7e-07,
5636780,,5.08e-05,
5582471,,4e-07,
5582727,,0.1127393,
5583174,,0.0002901,
5583430,,0.0014371,
5603583,,2e-06,
5658763,,4e-07,
5625655,,3.5e-06,
5614619,,1.97e-05,
5592547,,0.9295824,
5647727,,3.07e-05,
5636691,,0.0004394,
5582638,,6.33e-05,
5583341,,0.0001713,
5603494,,0.001129,
5658674,,0.0011978,
5625566,,0.0,
5614530,,1.04e-05,
5592458,,4.5e-06,
5647638,,0.0001131,
5636602,,4.74e-05,
5603750,,0.0003563,
5658930,,1.96e-05,
5625822,,0.0002366,
5614786,,5.3e-05,
5592714,,3e-07,
5647894,,5.78e-05,
5636858,,0.0002148,
5582549,,5.9e-06,
5582805,,9.28e-05,
5583252,,1.85e-05,
5583508,,6.08e-05,
5603661,,0.0004082,
5658841,,0.0004234,
5625733,,0.0001506,
5614697,,0.0005601,
5592625,,1.34e-05,
5647805,,7.17e-05,
5636769,,1.8e-06,
5582460,,5.5e-06,
5582716,,2.1e-06,
5583419,,1.72e-05,
5603572,,5.42e-05,
5658752,,2.88e-05,
5625644,,0.0002154,
5614608,,3e-07,
5592536,,4.4e-06,
5647716,,0.0491345,
5636680,,5e-06,
5582627,,4e-07,
5583330,,0.7600899,
5603483,,1.21e-05,
5658663,,4.2e-06,
5625555,,3.04e-05,
5614519,,3.11e-05,
5592447,,3.45e-05,
5647627,,1.7e-06,
5636591,,4.3e-06,
5603739,,1e-07,
5658919,,4e-07,
5625811,,0.0071054,
5614775,,0.0003762,
5592703,,5.32e-05,
5647883,,0.0005688,
5636847,,6.2e-06,
5582538,,2.56e-05,
5582794,,0.0100968,
5583241,,0.0002525,
5583497,,0.0007301,
5603650,,5.1e-05,
5658830,,9.8e-06,
5625722,,1.02e-05,
5614686,,0.9712085,
5592614,,3e-07,
5647794,,2.1e-06,
5636758,,6.44e-05,
5582705,,8.04e-05,
5583408,,0.0001098,
5603561,,0.0008669,
5658741,,2e-07,
5625633,,0.008159,
5614597,,4.1e-06,
5592525,,2.21e-05,
5647705,,7.33e-05,
5636669,,5.4e-05,
5582616,,1.76e-05,
5583319,,1.35e-05,
5603472,,0.1109797,
5658652,,0.0001777,
5625544,,9e-07,
5614508,,8.68e-05,
5592436,,0.0001414,
5647616,,0.0002924,
5636580,,4.82e-05,
5603728,,3.53e-05,
5658908,,2.58e-05,
5625800,,0.1490415,
5614764,,1e-07,
5592692,,3e-07,
5647872,,6e-07,
5636836,,0.0002166,
5582527,,0.0004297,
5582783,,6.3e-06,
5583230,,1e-07,
5583486,,4.4e-06,
5603639,,0.0004151,
5658819,,0.0008144,
5625711,,0.000138,
5614675,,5.37e-05,
5592603,,2e-07,
5647783,,0.0010448,
5636747,,9.6e-06,
5582694,,0.0004018,
5583397,,0.0032838,
5603550,,3.78e-05,
5658730,,2.28e-05,
5614586,,6e-07,
5592514,,0.0001577,
5647694,,9e-07,
5636658,,5e-06,
5603806,,7.6e-06,
5658986,,1e-07,
5625878,,6.8e-06,
5614842,,3.6e-06,
5592770,,3e-07,
5647950,,0.0007274,
5636914,,0.8823407,
5582605,,0.0001531,
5583308,,0.0002214,
5603461,,8.1e-06,
5658641,,7e-07,
5625533,,7.3e-05,
5614497,,0.0003096,
5592425,,8e-07,
5647605,,4e-06,
5636569,,4.7e-06,
5603717,,0.110796,
5658897,,9e-07,
5625789,,9e-07,
5614753,,1.19e-05,
5592681,,0.0001587,
5647861,,2.2e-06,
5636825,,7e-07,
5582516,,0.0168373,
5582772,,0.0001139,
5583219,,2.13e-05,
5583475,,4.29e-05,
5603628,,0.0897696,
5658808,,1.01e-05,
5625700,,8.5e-06,
5614664,,0.0006184,
5592592,,0.0002323,
5647772,,0.0001011,
5636736,,0.2186154,
5582683,,7e-07,
5583386,,2.65e-05,
5603539,,1e-05,
5658719,,2.4e-06,
5625611,,1.96e-05,
5614575,,2e-07,
5592503,,1e-06,
5647683,,0.0002602,
5636647,,5.26e-05,
5603795,,0.000116,
5658975,,1.02e-05,
5625867,,0.0010646,
5614831,,8.64e-05,
5592759,,5.2e-06,
5647939,,2e-06,
5636903,,0.0002701,
5582594,,0.0102135,
5583297,,2e-07,
5603706,,4.52e-05,
5658886,,0.0001584,
5625778,,7.47e-05,
5614742,,3.19e-05,
5592670,,7.1e-06,
5647850,,9.9e-06,
5636814,,0.0001618,
5582505,,5.9e-06,
5582761,,0.001722,
5583208,,0.0001148,
5583464,,0.0004384,
5603617,,3.24e-05,
5658797,,0.0008323,
5625689,,0.0006197,
5614653,,5e-07,
5592581,,6e-07,
5647761,,0.0470542,
5636725,,1.48e-05,
5582672,,3.41e-05,
5583375,,0.0001994,
5603528,,0.0003904,
5658708,,4.36e-05,
5625600,,2.6e-06,
5614564,,0.0002055,
5592492,,1.79e-05,
5647672,,1.6e-06,
5636636,,5e-06,
5603784,,0.0,
5658964,,0.0,
5625856,,9.2e-06,
5614820,,0.1165565,
5592748,,9e-07,
5647928,,0.0049298,
5636892,,9.4e-06,
5582583,,7.1e-06,
5583286,,3.03e-05,
5603695,,1e-06,
5658875,,7.2e-06,
5625767,,0.0067348,
5614731,,0.0,
5592659,,2e-07,
5647839,,6.08e-05,
5636803,,5.5e-06,
5582494,,5.94e-05,
5582750,,1.9e-06,
5583197,,0.8899271,
5583453,,1.43e-05,
5603606,,1.66e-05,
5658786,,4.6e-06,
5625678,,9e-07,
5614642,,5e-05,
5592570,,0.0004966,
5647750,,1.11e-05,
5636714,,0.1173525,
5582661,,3e-07,
5583364,,0.0116383,
5603517,,1.35e-05,
5658697,,0.8657694,
5625589,,5.96e-05,
5614553,,2.27e-05,
5592481,,8.82e-05,
5647661,,7.67e-05,
5636625,,4.44e-05,
5603773,,3e-07,
5658953,,1.4e-06,
5625845,,0.1555791,
5614809,,3.4e-06,
5592737,,8.61e-05,
5647917,,3e-07,
5636881,,0.000258,
5582572,,8.26e-05,
5583275,,0.0001211,
5603684,,0.151672,
5658864,,0.0005881,
5625756,,0.127434,
5614720,,3.88e-05,
5592648,,5.32e-05,
5647828,,0.0003263,
5636792,,0.9071598,
5582483,,0.0010884,
5582739,,6.2e-06,
5583186,,1.9e-05,
5583442,,5.26e-05,
5603595,,0.0,
5658775,,0.0001296,
5625667,,0.9667329,
5614631,,0.0033218,
5592559,,9e-07,
5647739,,0.0003461,
5636703,,1.5e-05,
5582650,,3e-06,
5583353,,2.1e-05,
5603506,,7.64e-05,
5658686,,1.6e-05,
5625578,,9.5e-06,
5614542,,0.104607,
5592470,,0.140905,
5647650,,2.8e-06,
5636614,,5e-06,
5603762,,7.8e-06,
5658942,,0.0004092,
5625834,,9e-07,
5614798,,2.41e-05,
5592726,,1e-07,
5647906,,7.6e-06,
5636870,,8.4e-06,
5582561,,0.0021567,
5583264,,0.8613237,
5583520,,3e-06,
5603673,,1.22e-05,
5658853,,1.84e-05,
5625745,,0.0001538,
5614709,,4.2e-06,
5592637,,3e-07,
5647817,,1.4e-06,
5636781,,4.46e-05,
5582472,,2e-07,
5582728,,0.0012414,
5583175,,0.000285,
5583431,,0.0006485,
5603584,,1.4e-06,
5658764,,3e-07,
5625656,,1.1e-06,
5614620,,1.7e-06,
5592548,,0.06913,
5647728,,2.98e-05,
5636692,,0.0002714,
5582639,,4.26e-05,
5583342,,0.0001583,
5603495,,0.0002827,
5658675,,0.0002039,
5625567,,0.0,
5614531,,1.04e-05,
5592459,,4.3e-06,
5647639,,0.0001788,
5636603,,5.38e-05,
5603751,,0.0003456,
5658931,,1.77e-05,
5625823,,7.42e-05,
5614787,,4.56e-05,
5592715,,3e-07,
5647895,,5.39e-05,
5636859,,0.0001104,
5582550,,3.3e-06,
5582806,,9.28e-05,
5583253,,1.69e-05,
5583509,,6.08e-05,
5603662,,0.0002994,
5658842,,0.0003514,
5625734,,5.78e-05,
5614698,,0.0005303,
5592626,,8e-06,
5647806,,0.0001254,
5636770,,1.2e-06,
5582461,,5e-06,
5582717,,2.1e-06,
5583420,,1.34e-05,
5603573,,3.01e-05,
5658753,,2.77e-05,
5625645,,0.0001077,
5614609,,2e-07,
5592537,,4.4e-06,
5647717,,0.0079368,
5636681,,3.6e-06,
5582628,,4e-07,
5583331,,0.2286517,
5603484,,8.1e-06,
5658664,,7e-07,
5625556,,3.04e-05,
5614520,,3.11e-05,
5592448,,2.13e-05,
5647628,,3.4e-06,
5636592,,5e-06,
5603740,,1e-07,
5658920,,0.0,
5625812,,0.0061251,
5614776,,0.000342,
5592704,,2.08e-05,
5647884,,0.0004565,
5636848,,8.4e-06,
5582539,,1.96e-05,
5582795,,0.0027829,
5583242,,0.0002525,
5583498,,0.0002211,
5603651,,2.49e-05,
5658831,,1.84e-05,
5625723,,3.5e-06,
5614687,,0.0236955,
5592615,,3e-07,
5647795,,4.2e-06,
5636759,,6.28e-05,
5582706,,5.96e-05,
5583409,,8.68e-05,
5603562,,0.0006503,
5658742,,1e-07,
5625634,,0.0064605,
5614598,,2.7e-06,
5592526,,2.21e-05,
5647706,,6.45e-05,
5636670,,5.4e-05,
5582617,,5.9e-06,
5583320,,1.35e-05,
5603473,,0.0005179,
5658653,,6.35e-05,
5625545,,4e-07,
5614509,,8.68e-05,
5592437,,0.0001276,
5647617,,0.0002284,
5636581,,5.3e-05,
5603729,,1.41e-05,
5658909,,1.84e-05,
5625801,,0.1292529,
5614765,,1e-07,
5592693,,3e-07,
5647873,,6e-07,
5636837,,0.0001104,
5582528,,0.0004297,
5582784,,6.1e-06,
5583231,,0.7234207,
5583487,,4.4e-06,
5603640,,5.97e-05,
5658820,,0.0003484,
5625712,,0.000254,
5614676,,5.37e-05,
5592604,,0.9513352,
5647784,,0.0007228,
5636748,,2.9e-06,
5582695,,0.0004018,
5583398,,0.0016218,
5603551,,3.73e-05,
5658731,,4.6e-06,
5625623,,0.1748364,
5614587,,2e-07,
5592515,,0.000137,
5647695,,4e-07,
5636659,,3.4e-06,
5603807,,5.7e-06,
5658987,,1e-07,
5625879,,5.6e-06,
5614843,,1.1e-06,
5592771,,1e-07,
5647951,,0.0008694,
5636915,,0.1065665,
5582606,,0.000114,
5583309,,0.0002214,
5603462,,5.2e-06,
5658642,,7e-07,
5625534,,2.31e-05,
5614498,,0.0002322,
5592426,,8e-07,
5647606,,6e-07,
5636570,,5e-06,
5603718,,0.0003534,
5658898,,5e-07,
5625790,,9e-07,
5614754,,1.19e-05,
5592682,,0.000107,
5647862,,2.1e-06,
5636826,,1e-07,
5582517,,0.0112249,
5582773,,8.29e-05,
5583220,,2.11e-05,
5583476,,4.29e-05,
5603629,,0.0016458,
5658809,,1.9e-05,
5625701,,1.04e-05,
5614665,,0.0006184,
5592593,,2.87e-05,
5647773,,5.52e-05,
5636737,,0.0022245,
5582684,,7e-07,
5583387,,1.33e-05,
5603540,,1.8e-06,
5658720,,2.4e-06,
5625612,,7.9e-06,
5614576,,2e-07,
5592504,,1e-06,
5647684,,0.0002302,
5636648,,5.26e-05,
5603796,,7.64e-05,
5658976,,6.4e-06,
5625868,,0.0005918,
5614832,,4.65e-05,
5592760,,5.2e-06,
5647940,,6e-07,
5636904,,0.0003602,
5582595,,0.0029077,
5583298,,0.6899134,
5603707,,4.52e-05,
5658887,,7.92e-05,
5625779,,2.65e-05,
5614743,,3.19e-05,
5592671,,1.3e-06,
5647851,,7.6e-06,
5636815,,0.0001618,
5582506,,5.9e-06,
5582762,,0.0004943,
5583209,,0.0001065,
5583465,,0.0003186,
5603618,,2.02e-05,
5658798,,0.0003526,
5625690,,0.0001413,
5614654,,0.9673199,
5592582,,6e-07,
5647762,,0.0164151,
5636726,,1.26e-05,
5582673,,1.63e-05,
5583376,,0.0001462,
5603529,,0.0003372,
5658709,,3.96e-05,
5625601,,0.8631594,
5614565,,0.0001542,
5592493,,9.1e-06,
5647673,,8e-07,
5636637,,3.4e-06,
5603785,,0.0,
5658965,,0.0,
5625857,,9.2e-06,
5614821,,0.0002985,
5592749,,2e-07,
5647929,,0.0011787,
5636893,,9e-06,
5582584,,7.1e-06,
5583287,,2.73e-05,
5603696,,1e-06,
5658876,,7e-06,
5625768,,0.0059738,
5614732,,0.9992157,
5592660,,0.8619166,
5647840,,5.24e-05,
5636804,,4.1e-06,
5582495,,3.25e-05,
5582751,,1e-06,
5583198,,0.1063783,
5583454,,4.6e-06,
5603607,,1.54e-05,
5658787,,2e-06,
5625679,,9e-07,
5614643,,5e-05,
5592571,,0.0003583,
5647751,,1.7e-05,
5636715,,0.0003378,
5582662,,3e-07,
5583365,,0.0031932,
5603518,,1.35e-05,
5658698,,0.1390256,
5625590,,3.1e-05,
5614554,,1.8e-06,
5592482,,5.4e-05,
5647662,,0.0001244,
5636626,,4.44e-05,
5603774,,2e-07,
5658954,,1e-06,
5625846,,0.0010142,
5614810,,1.1e-06,
5592738,,8e-06,
5647918,,3e-07,
5636882,,0.000258,
5582573,,7.15e-05,
5583276,,8.94e-05,
5603685,,0.0004083,
5658865,,0.0002038,
5625757,,0.0906606,
5614721,,1.25e-05,
5592649,,2.12e-05,
5647829,,0.0001463,
5636793,,0.0942901,
5582484,,0.0007196,
5582740,,6.2e-06,
5583187,,1.9e-05,
5583443,,3.01e-05,
5603596,,0.0,
5658776,,4.56e-05,
5625668,,0.0326092,
5614632,,0.0020669,
5592560,,9e-07,
5647740,,0.0002538,
5636704,,1.02e-05,
5582651,,2.8e-06,
5583354,,1.06e-05,
5603507,,7.26e-05,
5658687,,4.2e-06,
5625579,,1.7e-05,
5614543,,0.0003445,
5592471,,0.0012165,
5647651,,1.4e-06,
5636615,,3.6e-06,
5603763,,7.8e-06,
5658943,,0.0001675,
5625835,,9e-07,
5614799,,2.28e-05,
5592727,,0.0,
5647907,,7.6e-06,
5636871,,8e-07,
5582562,,0.0015067,
5583265,,0.1334611,
5583521,,3e-06,
5603674,,9.5e-06,
5658854,,9.8e-06,
5625746,,6e-05,
5614710,,1.1e-06,
5592638,,3e-07,
5647818,,1.4e-06,
5636782,,2.22e-05,
5582473,,0.833937,
5582729,,0.0003815,
5583176,,0.000285,
5583432,,0.0005255,
5603585,,5e-07,
5658765,,1e-07,
5625657,,9e-07,
5614621,,1e-06,
5592549,,0.0005316,
5647729,,1.44e-05,
5636693,,0.0002714,
5582640,,2.77e-05,
5583343,,0.0001583,
5603496,,0.0002478,
5658676,,0.0002039,
5625568,,0.8783093,
5614532,,1.04e-05,
5592460,,4.3e-06,
5647640,,0.0001396,
5636604,,5.38e-05,
5603752,,0.0003346,
5658932,,8.8e-06,
5625824,,2.66e-05,
5614788,,4.56e-05,
5592716,,3e-07,
5647896,,4.54e-05,
5636860,,4.51e-05,
5582551,,3e-07,
5582807,,9.28e-05,
5583254,,1e-05,
5583510,,6.08e-05,
5603663,,0.0002585,
5658843,,0.0003514,
5625735,,5.42e-05,
5614699,,0.0002404,
5592627,,5.1e-06,
5647807,,9.8e-05,
5636771,,8e-07,
5582462,,3.9e-06,
5582718,,1.1e-06,
5583421,,1.34e-05,
5603574,,2.66e-05,
5658754,,1.97e-05,
5625646,,7.27e-05,
5614610,,1e-07,
5592538,,4.4e-06,
5647718,,0.0026027,
5636682,,2.8e-06,
5582629,,3e-07,
5583332,,0.0077953,
5603485,,2.8e-06,
5658665,,7e-07,
5625557,,2.02e-05,
5614521,,3.11e-05,
5592449,,2.13e-05,
5647629,,6e-07,
5636593,,3.6e-06,
5603741,,1e-07,
5658921,,0.0,
5625813,,0.0055625,
5614777,,0.000285,
5592705,,2.08e-05,
5647885,,0.0004565,
5636849,,8e-07,
5582540,,1.59e-05,
5582796,,0.0023191,
5583243,,0.0001668,
5583499,,0.0001813,
5603652,,8.5e-06,
5658832,,1.8e-05,
5625724,,4.6e-06,
5614688,,0.0033607,
5592616,,3e-07,
5647796,,4.2e-06,
5636760,,9.06e-05,
5582707,,2.8e-05,
5583410,,4.25e-05,
5603563,,0.0004874,
5658743,,1e-07,
5625635,,0.0034482,
5614599,,2.5e-06,
