ExtractedComposition_id,lower_wf_analysis,central_wf_analysis,upper_wf_analysis
5648658,,6.94e-05,
5637622,,0.0021738,
5584105,,0.0002335,
5598718,,6e-07,
5653898,,3e-07,
5620790,,4.11e-05,
5609754,,7.3e-06,
5587682,,0.0008025,
5664934,,2.3e-06,
5642862,,0.0718141,
5631826,,2.59e-05,
5604425,,1e-07,
5659605,,7e-06,
5626497,,0.0003266,
5615461,,3e-06,
5593389,,2e-07,
5648569,,2.81e-05,
5637533,,3e-07,
5584016,,3.09e-05,
5598629,,3.1e-06,
5653809,,2.8e-05,
5620701,,0.0002152,
5609665,,0.0001611,
5587593,,0.2127688,
5664845,,0.8229396,
5642773,,3.1e-06,
5631737,,4.32e-05,
5604336,,0.0,
5659516,,4.7e-06,
5626408,,0.1081939,
5615372,,1.96e-05,
5593300,,1.26e-05,
5648480,,1.7e-06,
5637444,,0.0001716,
5583927,,0.0017384,
5584183,,5.58e-05,
5598540,,3e-07,
5653720,,1e-06,
5620612,,0.8615205,
5609576,,1.31e-05,
5587504,,0.0228382,
5664756,,1e-07,
5642684,,1.2e-06,
5631648,,0.867304,
5604247,,0.000502,
5659427,,0.000266,
5626319,,1.2e-06,
5615283,,0.2709437,
5593211,,5.1e-05,
5648391,,1e-07,
5637355,,1.45e-05,
5598796,,0.9584106,
5653976,,8e-07,
5620868,,6.2e-06,
5609832,,0.8469185,
5587760,,1.5e-06,
5665012,,0.0,
5642940,,4.87e-05,
5631904,,2.2e-06,
5604503,,3e-07,
5659683,,2e-05,
5626575,,1.16e-05,
5615539,,5.6e-06,
5593467,,0.924169,
5648647,,0.0040545,
5637611,,1.3e-05,
5584094,,2e-07,
5598707,,3.8e-05,
5653887,,5.6e-06,
5620779,,1e-07,
5609743,,0.0037117,
5587671,,4.14e-05,
5664923,,6.08e-05,
5642851,,0.0001213,
5631815,,0.0001384,
5604414,,5.1e-06,
5659594,,0.0001318,
5626486,,3.31e-05,
5615450,,0.0002429,
5593378,,1.3e-06,
5648558,,0.0001728,
5637522,,9.3e-06,
5584005,,9.58e-05,
5598618,,0.0002456,
5653798,,0.001042,
5620690,,5.9e-06,
5609654,,0.0001611,
5587582,,9.03e-05,
5664834,,0.0008179,
5642762,,4.48e-05,
5631726,,0.0003535,
5604325,,5.5e-06,
5659505,,3e-07,
5626397,,8.8e-06,
5615361,,0.0,
5593289,,5e-07,
5648469,,1.06e-05,
5637433,,8.6e-06,
5583916,,1.8e-06,
5584172,,0.0002704,
5598529,,1.7e-05,
5653709,,5.3e-05,
5620601,,6e-07,
5609565,,0.1466166,
5587493,,6.65e-05,
5664745,,3.45e-05,
5642673,,5.89e-05,
5631637,,2.2e-06,
5604236,,1.4e-06,
5659416,,1.25e-05,
5626308,,2.38e-05,
5615272,,9.4e-06,
5593200,,0.9162737,
5648380,,3.1e-06,
5637344,,0.0,
5598785,,6.82e-05,
5653965,,1.15e-05,
5620857,,2.7e-05,
5609821,,8.64e-05,
5587749,,0.1663785,
5665001,,0.0,
5642929,,0.0,
5631893,,5.8e-06,
5604492,,3.3e-06,
5659672,,2e-07,
5626564,,0.0001042,
5615528,,2.9e-06,
5593456,,6e-06,
5648636,,1e-07,
5637600,,0.0005066,
5584083,,3.6e-05,
5598696,,0.9650398,
5653876,,9.99e-05,
5620768,,4e-07,
5609732,,6.78e-05,
5587660,,0.2260861,
5664912,,0.0245676,
5642840,,0.0,
5631804,,3.28e-05,
5604403,,1.36e-05,
5659583,,1e-07,
5626475,,2.5e-05,
5615439,,1.97e-05,
5593367,,2.56e-05,
5648547,,3e-07,
5637511,,0.8875283,
5583994,,0.0016427,
5598607,,0.0058563,
5653787,,3.1e-05,
5620679,,0.0002162,
5609643,,0.000174,
5587571,,2e-07,
5664823,,1e-07,
5642751,,0.1845769,
5631715,,6.4e-06,
5604314,,2.4e-05,
5659494,,0.0002561,
5626386,,0.0002445,
5615350,,6.35e-05,
5593278,,9e-06,
5648458,,0.0002338,
5637422,,0.000195,
5583905,,7.7e-05,
5584161,,1.7e-06,
5598518,,7e-07,
5653698,,0.204835,
5620590,,2.3e-06,
5609554,,3.9e-06,
5587482,,2.6e-06,
5664734,,8e-07,
5642662,,1.01e-05,
5631626,,0.0011504,
5604225,,1.71e-05,
5659405,,1e-07,
5626297,,2e-07,
5615261,,5e-06,
5593189,,2.3e-06,
5648369,,6.1e-06,
5637333,,9e-07,
5598774,,2.78e-05,
5653954,,0.0002312,
5620846,,1.24e-05,
5609810,,3e-07,
5587738,,4.72e-05,
5664990,,1.12e-05,
5642918,,1.14e-05,
5631882,,2.36e-05,
5604481,,1.92e-05,
5659661,,8.66e-05,
5626553,,9.8e-05,
5615517,,0.5380433,
5593445,,1e-07,
5648625,,3.2e-06,
5637589,,1.07e-05,
5584072,,0.0002208,
5598685,,1.5e-06,
5653865,,0.0029873,
5620757,,6.6e-06,
5609721,,1e-07,
5587649,,0.0005023,
5664901,,6e-07,
5642829,,0.0001709,
5631793,,0.0003495,
5604392,,2.82e-05,
5659572,,5.3e-06,
5626464,,0.9189098,
5615428,,4e-07,
5593356,,0.0,
5648536,,1.15e-05,
5637500,,4e-07,
5583983,,2.19e-05,
5598596,,1.7e-06,
5653776,,0.000249,
5620668,,9.6e-06,
5609632,,6.6e-05,
5587560,,0.0001312,
5664812,,7e-07,
5642740,,0.0900578,
5631704,,5.33e-05,
5604303,,8.58e-05,
5659483,,6e-07,
5626375,,3.7e-06,
5615339,,0.0,
5593267,,0.0004039,
5648447,,1e-07,
5637411,,3.4e-06,
5583894,,0.0003852,
5584150,,5.58e-05,
5598507,,4.04e-05,
5653687,,3.2e-05,
5620579,,3.67e-05,
5609543,,0.0015904,
5587471,,0.0014278,
5664723,,3.39e-05,
5642651,,0.1070494,
5631615,,1e-06,
5604214,,9.01e-05,
5659394,,2.28e-05,
5626286,,3.4e-05,
5615250,,3e-07,
5593178,,0.0001085,
5648358,,7.68e-05,
5637322,,1.95e-05,
5598763,,2e-06,
5653943,,0.007182,
5620835,,0.0,
5609799,,0.0001756,
5587727,,0.2536121,
5664979,,0.0001431,
5642907,,5.71e-05,
5631871,,0.0006045,
5604470,,4.37e-05,
5659650,,2e-07,
5626542,,1.6e-06,
5615506,,3.28e-05,
5593434,,6e-06,
5648614,,1.13e-05,
5637578,,0.0,
5584061,,0.8646833,
5598674,,0.0001769,
5653854,,1.6e-06,
5620746,,0.0001171,
5609710,,0.0001683,
5587638,,1.02e-05,
5664890,,2.8e-06,
5642818,,2.54e-05,
5631782,,0.8552754,
5604381,,0.0001022,
5659561,,0.0001237,
5626453,,4e-06,
5615417,,4.9e-05,
5593345,,1e-07,
5648525,,0.0002232,
5637489,,5.7e-06,
5583972,,0.000159,
5584228,,2.2e-06,
5598585,,0.0001842,
5653765,,1.2e-05,
5620657,,3.7e-06,
5609621,,0.8125662,
5587549,,0.0093267,
5664801,,1.33e-05,
5642729,,2.73e-05,
5631693,,7.8e-05,
5604292,,0.0008082,
5659472,,0.0001658,
5626364,,0.0002173,
5615328,,3.6e-06,
5593256,,1.2e-06,
5648436,,1.2e-06,
5637400,,0.0001278,
5583883,,1.4e-06,
5584139,,0.000225,
5598496,,0.0002715,
5653676,,0.00111,
5620568,,0.0001411,
5609532,,3.9e-06,
5587460,,4.24e-05,
5664712,,3.5e-06,
5642640,,6e-07,
5631604,,4.74e-05,
5604203,,0.0005408,
5659383,,1e-07,
5626275,,6e-07,
5615239,,0.0,
5593167,,0.0,
5648347,,0.000519,
5637311,,1e-07,
5598752,,0.6497618,
5653932,,1.9e-06,
5620824,,3.74e-05,
5609788,,3.5e-06,
5587716,,0.0001485,
5664968,,3e-07,
5642896,,1.29e-05,
5631860,,0.0001941,
5604459,,0.0001304,
5659639,,9.7e-06,
5626531,,0.0002932,
5615495,,1e-07,
5593423,,0.0,
5648603,,0.0006106,
5637567,,4e-07,
5584050,,4.27e-05,
5598663,,0.006494,
5653843,,3.28e-05,
5620735,,5.9e-06,
5609699,,1.6e-06,
5587627,,0.0016493,
5664879,,4.8e-05,
5642807,,2e-07,
5631771,,0.0006755,
5604370,,3e-06,
5659550,,9e-06,
5626442,,2.36e-05,
5615406,,1e-07,
5593334,,7e-07,
5648514,,7.1e-06,
5637478,,0.1150745,
5583961,,0.001564,
5584217,,5.66e-05,
5598574,,1e-06,
5653754,,0.000112,
5620646,,0.0001618,
5609610,,2.9e-06,
5587538,,4.2e-05,
5664790,,0.000551,
5642718,,5.8e-06,
5631682,,3.7e-06,
5604281,,7.8e-06,
5659461,,6e-07,
5626353,,1e-06,
5615317,,1e-06,
5593245,,2.04e-05,
5648425,,5.9e-06,
5637389,,2.8e-06,
5584128,,2e-07,
5598485,,1.2e-06,
5653665,,2.3e-05,
5620557,,1e-07,
5609521,,0.0011893,
5587449,,6e-07,
5664701,,1.2e-06,
5642629,,0.1344831,
5631593,,2e-06,
5604192,,1.8e-06,
5659372,,2.46e-05,
5626264,,0.0001372,
5615228,,0.0,
5593156,,7.7e-06,
5648336,,4e-07,
5637300,,5.47e-05,
5598741,,1.5e-06,
5653921,,3.73e-05,
5620813,,2e-07,
5609777,,0.0184443,
5587705,,3.84e-05,
5664957,,2.5e-06,
5642885,,0.8467819,
5631849,,0.0038338,
5604448,,0.001342,
5659628,,0.0001449,
5626520,,2.24e-05,
5615484,,2.7e-06,
5593412,,1.25e-05,
5648592,,1e-06,
5637556,,9.2e-06,
5584039,,0.0005349,
5598652,,1.79e-05,
5653832,,0.0002782,
5620724,,0.0001526,
5609688,,0.000167,
5587616,,6.45e-05,
5664868,,0.0002241,
5642796,,4e-07,
5631760,,8e-07,
5604359,,0.0063732,
5659539,,4.59e-05,
5626431,,0.9698199,
5615395,,0.1691803,
5593323,,1.45e-05,
5648503,,0.0001402,
5637467,,2.54e-05,
5583950,,3.07e-05,
5584206,,0.0002264,
5598563,,4.44e-05,
5653743,,1.2e-05,
5620635,,1e-07,
5609599,,0.0001459,
5587527,,3e-07,
5664779,,3e-07,
5642707,,0.8468593,
5631671,,1.37e-05,
5604270,,8e-07,
5659450,,0.0003048,
5626342,,1.34e-05,
5615306,,0.8414331,
5593234,,0.0017715,
5648414,,4.79e-05,
5637378,,1.56e-05,
5598819,,0.0009216,
5653999,,6.28e-05,
5620891,,1.3e-05,
5609855,,5.25e-05,
5587783,,0.0001541,
5665035,,0.0001433,
5642963,,2.2e-05,
5631927,,1.05e-05,
5584117,,2.78e-05,
5630191,,0.0035431,
5602568,,5.77e-05,
5657748,,4.6e-06,
5624640,,1.74e-05,
5613604,,0.0027742,
5591532,,0.0002234,
5646712,,1e-07,
5635676,,1.8e-06,
5608275,,0.0,
5663455,,9.78e-05,
5619311,,1.8e-06,
5597239,,3.24e-05,
5652419,,0.0003671,
5641383,,3e-07,
5630447,,0.0001223,
5602479,,1.25e-05,
5657659,,1e-07,
5624551,,1e-06,
5613515,,5.15e-05,
5591443,,9.99e-05,
5646623,,7.6e-06,
5635587,,3.5e-06,
5608186,,3.23e-05,
5663366,,0.0001221,
5619222,,4.24e-05,
5597150,,6.22e-05,
5652330,,0.1902551,
5641294,,0.905372,
5630358,,2.33e-05,
5602735,,4.7e-06,
5657915,,1.8e-06,
5624807,,0.0045994,
5613771,,1.66e-05,
5591699,,0.8789511,
5646879,,1.46e-05,
5635843,,1.9e-06,
5602390,,0.0001156,
5657570,,0.0001102,
5624462,,3.84e-05,
5613426,,0.0001271,
5591354,,0.0003512,
5646534,,7.2e-06,
5635498,,0.0001767,
5608097,,0.0022021,
5663277,,1.4e-06,
5619133,,0.0009861,
5597061,,6.44e-05,
5652241,,0.181561,
5641205,,6.5e-06,
5630269,,0.0515247,
5602646,,9.93e-05,
5657826,,2.76e-05,
5624718,,0.2260296,
5613682,,6.62e-05,
5591610,,1.5e-06,
5646790,,0.0011935,
5635754,,3.04e-05,
5608353,,0.1438257,
5663533,,1.23e-05,
5619389,,7.22e-05,
5597317,,4.04e-05,
5652497,,9e-07,
5641461,,0.9243417,
5630180,,1e-06,
5602557,,0.0,
5657737,,0.0002303,
5624629,,6.9e-06,
5613593,,8e-07,
5591521,,1.38e-05,
5646701,,3.3e-06,
5635665,,3e-07,
5608264,,8.6e-06,
5663444,,2e-07,
5619300,,0.1558094,
5597228,,0.0004873,
5652408,,2.7e-06,
5641372,,3.1e-06,
5630436,,1.18e-05,
5602468,,0.0001157,
5657648,,3.1e-06,
5624540,,0.0005402,
5613504,,0.1350989,
5591432,,1e-07,
5646612,,3.79e-05,
5635576,,0.8829348,
5608175,,0.0023599,
5663355,,1e-07,
5619211,,0.0,
5597139,,0.0006468,
5652319,,1.87e-05,
5641283,,3.5e-06,
5630347,,0.0,
5602724,,0.000228,
5657904,,6.81e-05,
5624796,,4e-07,
5613760,,4.87e-05,
5591688,,1.31e-05,
5646868,,0.0039735,
5635832,,0.1051571,
5608431,,1e-07,
5663611,,1.98e-05,
5619467,,1.16e-05,
5597395,,2.33e-05,
5652575,,8.1e-06,
5641539,,5.69e-05,
5608086,,6.4e-06,
5663266,,1e-07,
5619122,,2e-06,
5597050,,0.0005412,
5652230,,1.9e-06,
5641194,,7.85e-05,
5630258,,0.0001137,
5602635,,3.4e-06,
5657815,,2e-07,
5624707,,2.24e-05,
5613671,,0.8384125,
5591599,,0.0002861,
5646779,,1.5e-06,
5635743,,3.4e-06,
5608342,,0.0,
5663522,,7.94e-05,
5619378,,8.4e-06,
5597306,,0.0289241,
5652486,,3.09e-05,
5641450,,1.84e-05,
5630169,,5.8e-06,
5602546,,3.7e-06,
5657726,,9e-07,
5624618,,0.0085541,
5613582,,4.9e-06,
5591510,,0.9703738,
5646690,,1.94e-05,
5635654,,0.0002302,
5608253,,6.8e-06,
5663433,,1.3e-06,
5619289,,0.0005052,
5597217,,4.98e-05,
5652397,,6.49e-05,
5641361,,0.1536482,
5630425,,0.0001784,
5602457,,3e-07,
5657637,,0.0001243,
5624529,,1.5e-05,
5613493,,0.0002389,
5591421,,4e-07,
5646601,,0.005218,
5635565,,1.96e-05,
5608164,,0.0002636,
5663344,,1e-06,
5619200,,1e-07,
5597128,,6.84e-05,
5652308,,7.47e-05,
5641272,,0.0002435,
5630336,,2.23e-05,
5602713,,7.3e-06,
5657893,,1e-05,
5624785,,6.96e-05,
5613749,,0.0556805,
5591677,,2e-07,
5646857,,0.000436,
5635821,,1.53e-05,
5608420,,4.3e-06,
5663600,,2e-07,
5619456,,0.0002924,
5597384,,5.8e-06,
5652564,,0.000346,
5641528,,1e-07,
5630247,,2e-07,
5602624,,0.0009786,
5657804,,1.14e-05,
5624696,,1.8e-06,
5613660,,6.1e-06,
5591588,,1e-07,
5646768,,2.07e-05,
5635732,,2.84e-05,
5608331,,7.1e-06,
5663511,,1e-07,
5619367,,2.2e-06,
5597295,,7e-06,
5652475,,0.1978318,
5641439,,1.1e-06,
5630503,,6.9e-06,
5630158,,3.65e-05,
5602535,,7.81e-05,
5657715,,0.0001004,
5624607,,3.5e-06,
5613571,,1.03e-05,
5591499,,2.74e-05,
5646679,,9.77e-05,
5635643,,2.18e-05,
5608242,,0.0016007,
5663422,,8.9e-06,
5619278,,1.06e-05,
5597206,,0.4820748,
5652386,,0.5905496,
5641350,,1.6e-06,
5630414,,0.003405,
5602446,,6.01e-05,
5657626,,0.8648726,
5624518,,3e-07,
5613482,,4e-07,
5591410,,1.8e-06,
5646590,,8e-07,
5635554,,0.8384361,
5608153,,9.91e-05,
5663333,,5.2e-06,
5619189,,4e-07,
5597117,,0.000425,
5652297,,6e-07,
5641261,,5e-07,
5630325,,0.0006422,
5602702,,0.0002642,
5657882,,0.0001487,
5624774,,0.021655,
5613738,,8e-07,
5591666,,7e-05,
5646846,,0.0011407,
5635810,,3e-06,
5608409,,0.0005166,
5663589,,2.11e-05,
5619445,,4.8e-06,
5597373,,0.0029755,
5652553,,1.3e-06,
5641517,,5.32e-05,
5630236,,3.5e-06,
5602613,,9e-07,
5657793,,0.9983146,
5624685,,0.0028111,
5613649,,4.18e-05,
5591577,,1.1e-06,
5646757,,0.0001021,
5635721,,3e-06,
5608320,,0.854244,
5663500,,3.49e-05,
5619356,,0.0002186,
5597284,,3.83e-05,
5652464,,1.6e-06,
5641428,,2.3e-05,
5630492,,5.93e-05,
5602524,,1e-07,
5657704,,0.8844554,
5624596,,0.003925,
5613560,,5.2e-05,
5591488,,6.8e-06,
5646668,,0.1263511,
5635632,,1e-06,
5608231,,0.0002952,
5663411,,0.0002068,
5619267,,5e-06,
5597195,,0.3285268,
5652375,,2.9e-06,
5641339,,0.8591666,
5630403,,1e-05,
5602435,,1e-07,
5657615,,2.8e-06,
5624507,,0.0005376,
5613471,,9.9e-06,
5591399,,0.0001727,
5646579,,3e-06,
5635543,,1.34e-05,
5608142,,0.0029931,
5663322,,8.62e-05,
5619178,,3.5e-05,
5597106,,6.02e-05,
5652286,,6.6e-06,
5641250,,7.3e-06,
5630314,,0.0002023,
5602691,,2.2e-06,
5657871,,2.24e-05,
5624763,,1.55e-05,
5613727,,2.02e-05,
5591655,,1e-07,
5646835,,3e-07,
5635799,,2.92e-05,
5608398,,1.2e-06,
5663578,,0.0003978,
5619434,,0.0002077,
5597362,,1.6e-06,
5652542,,3.31e-05,
5641506,,0.0,
5630225,,2.04e-05,
5602602,,0.0002072,
5657782,,2.28e-05,
5613638,,0.0235981,
5591566,,0.0002171,
5646746,,0.10256,
5635710,,2.88e-05,
5608309,,1e-07,
5663489,,2e-07,
5619345,,1.32e-05,
5597273,,0.0004118,
5652453,,5.67e-05,
5641417,,0.0003295,
5630481,,9.8e-06,
5602513,,8.3e-06,
5657693,,4.5e-06,
5624585,,1e-07,
5613549,,0.0003829,
5591477,,0.000155,
5646657,,0.0003426,
5635621,,3.13e-05,
5608220,,0.0001568,
5663400,,1e-07,
5619256,,0.0,
5597184,,5.76e-05,
5652364,,0.000114,
5641328,,1.86e-05,
5630392,,0.000183,
5602424,,2e-05,
5657604,,5.71e-05,
5624496,,6.96e-05,
5613460,,5.96e-05,
5591388,,1e-07,
5646568,,1.68e-05,
5635532,,0.0,
5608131,,0.0005253,
5663311,,0.9221288,
5619167,,0.8911937,
5597095,,0.0006368,
5652275,,0.0002443,
5641239,,4.38e-05,
5630303,,5.8e-06,
5602680,,6.16e-05,
5657860,,1e-07,
5624752,,0.0166344,
5613716,,0.0001212,
5591644,,1.3e-06,
5646824,,4.33e-05,
5635788,,2.8e-06,
5608387,,0.001187,
5663567,,2e-07,
5619423,,1.04e-05,
5597351,,1.5e-06,
5652531,,0.5231821,
5641495,,2.3e-06,
5630214,,0.0001886,
5602591,,4e-07,
5657771,,3e-07,
5624663,,0.002424,
5613627,,7.1e-06,
5591555,,1e-07,
5646735,,2.69e-05,
5635699,,3e-06,
5608298,,8.5e-06,
5663478,,5.36e-05,
5619334,,3.1e-06,
5597262,,0.188233,
5652442,,5e-07,
5641406,,1.2e-06,
5630470,,3.54e-05,
5602502,,0.0001709,
5657682,,0.8845384,
5624574,,1.07e-05,
5613538,,3e-07,
5591466,,2.81e-05,
5646646,,5.14e-05,
5635610,,4.8e-06,
5608209,,2e-07,
5663389,,1.7e-06,
5619245,,1e-07,
5597173,,0.4933077,
5652353,,5e-07,
5641317,,1.7e-06,
5630381,,4.82e-05,
5602413,,0.000772,
5657593,,0.1352556,
5624485,,1.77e-05,
5613449,,0.0003287,
5591377,,6e-07,
5646557,,0.0001818,
5635521,,2.03e-05,
5608120,,0.0001102,
5663300,,0.0004837,
5619156,,4.3e-06,
5597084,,6.22e-05,
5652264,,6e-07,
5641228,,1e-07,
5630292,,2.9e-05,
5602669,,3e-07,
5657849,,4.7e-06,
5624741,,4e-06,
5613705,,1e-07,
5591633,,5.12e-05,
5646813,,3.3e-06,
5635777,,2.92e-05,
5608376,,0.0,
5663556,,6.44e-05,
5619412,,0.0,
5597340,,0.0002306,
5652520,,2.7e-06,
5641484,,2.19e-05,
5630203,,0.0001133,
5602580,,0.0001237,
5657760,,2.55e-05,
5624652,,0.1959032,
5613616,,5.07e-05,
5591544,,1.1e-06,
5646724,,0.0002456,
5635688,,2.88e-05,
5608287,,0.0,
5663467,,2e-07,
5619323,,9.66e-05,
5597251,,5e-06,
5652431,,7e-06,
5641395,,5.62e-05,
5630459,,0.861786,
5602491,,6e-07,
5657671,,4.5e-06,
5624563,,0.0143007,
5613527,,2.3e-06,
5591455,,3e-07,
5646635,,0.934484,
5635599,,3e-05,
5608198,,1.15e-05,
5663378,,9e-06,
5619234,,4e-07,
5597162,,0.0004786,
5652342,,2.05e-05,
5641306,,7.91e-05,
5630370,,0.0007998,
5602402,,1.7e-06,
5657582,,3.9e-06,
5624474,,1e-06,
5613438,,3.8e-06,
5591366,,1.8e-06,
5646546,,0.0,
5635510,,1e-07,
5608109,,0.8541286,
5663289,,0.0003314,
5619145,,4.48e-05,
5597073,,0.0005446,
5652253,,1.64e-05,
5641217,,2.9e-06,
5630281,,0.0001672,
5602658,,8e-06,
5657838,,1e-07,
5624730,,0.0002056,
5613694,,1.03e-05,
5591622,,1e-07,
5646802,,8.24e-05,
5635766,,2.8e-06,
5608365,,7.1e-06,
5663545,,0.0,
5619401,,2.96e-05,
5597329,,2e-06,
5652509,,0.0001105,
5641473,,3.2e-06,
5630192,,0.0035431,
5602569,,3.86e-05,
5657749,,6e-07,
5624641,,2.2e-05,
5613605,,0.001678,
5591533,,4.98e-05,
5646713,,1e-07,
5635677,,6e-07,
5608276,,0.0,
5663456,,6.43e-05,
5619312,,1.8e-06,
5597240,,2.72e-05,
5652420,,0.0002447,
5641384,,1e-07,
5630448,,0.0001187,
5602480,,6.6e-06,
5657660,,0.8863806,
5624552,,1e-06,
5613516,,4.46e-05,
5591444,,3.66e-05,
5646624,,3.2e-06,
5635588,,2.1e-06,
5608187,,4.3e-06,
5663367,,0.0001197,
5619223,,3.48e-05,
5597151,,5.4e-05,
5652331,,0.0013482,
5641295,,0.0790293,
5630359,,2.3e-05,
5602736,,4.6e-06,
5657916,,1e-06,
5624808,,0.0035875,
5613772,,8.1e-06,
5591700,,0.1192007,
5646880,,1.46e-05,
5635844,,1.4e-06,
5602391,,6.05e-05,
5657571,,0.0001102,
5624463,,3.82e-05,
5613427,,0.0001271,
5591355,,0.0003458,
5646535,,7.2e-06,
5635499,,0.0001725,
5608098,,0.0011023,
5663278,,1.4e-06,
5619134,,0.0005034,
5597062,,5.52e-05,
5652242,,0.0016166,
5641206,,6.5e-06,
5630270,,0.0039661,
5602647,,7.14e-05,
5657827,,1.18e-05,
5624719,,0.1288539,
5613683,,6.19e-05,
5591611,,1.5e-06,
5646791,,0.0008425,
5635755,,2.92e-05,
5608354,,0.0014397,
5663534,,9.9e-06,
5619390,,6.08e-05,
5597318,,3.15e-05,
5652498,,5e-07,
5641462,,0.0753618,
5630181,,7e-07,
5602558,,0.9091789,
5657738,,0.0001543,
5624630,,3.6e-06,
5613594,,6e-07,
5591522,,1.03e-05,
5646702,,3.2e-06,
5635666,,0.8440101,
5608265,,7.1e-06,
5663445,,2e-07,
5619301,,0.0011556,
5597229,,0.0004093,
5652409,,2.7e-06,
5641373,,2.6e-06,
5630437,,2e-06,
5602469,,0.0001098,
5657649,,3.1e-06,
5624541,,0.0005296,
5613505,,0.0013226,
5591433,,1e-07,
5646613,,3.79e-05,
5635577,,0.1156264,
5608176,,0.0012644,
5663356,,0.9218152,
5619212,,0.8909273,
5597140,,0.000552,
5652320,,1.54e-05,
5641284,,3.4e-06,
5630348,,0.889742,
5602725,,0.0001547,
5657905,,4.54e-05,
5624797,,0.0,
5613761,,4.46e-05,
5591689,,1.25e-05,
5646869,,0.0026058,
5635833,,0.0005658,
5608432,,1e-07,
5663612,,1.63e-05,
5619468,,1.16e-05,
5597396,,2.2e-06,
5652576,,5.9e-06,
5641540,,4.14e-05,
5608087,,5.5e-06,
5663267,,1e-07,
5619123,,1.5e-06,
5597051,,0.0002534,
5652231,,1.9e-06,
5641195,,4.06e-05,
5630259,,9.64e-05,
5602636,,6e-07,
5657816,,1e-07,
5624708,,1.2e-05,
5613672,,0.1366159,
5591600,,5.34e-05,
5646780,,1.5e-06,
5635744,,2.8e-06,
5608343,,0.0,
5663523,,7.35e-05,
5619379,,5.2e-06,
5597307,,0.0276012,
5652487,,1.61e-05,
5641451,,9.4e-06,
5630170,,5.6e-06,
5602547,,3.2e-06,
5657727,,4e-07,
5624619,,0.0039862,
5613583,,4.9e-06,
5591511,,0.0280651,
5646691,,1.8e-05,
5635655,,0.0001092,
5608254,,0.8530334,
5663434,,1.1e-06,
5619290,,2.27e-05,
5597218,,4.98e-05,
5652398,,3.15e-05,
5641362,,0.0009499,
5630426,,0.0001362,
5602458,,3e-07,
5657638,,5.95e-05,
5624530,,9e-06,
5613494,,0.0001626,
5591422,,3e-07,
5646602,,0.0036246,
5635566,,1.52e-05,
5608165,,0.000234,
5663345,,1e-06,
5619201,,1e-07,
5597129,,4.88e-05,
5652309,,6.11e-05,
5641273,,0.0001385,
5630337,,2.1e-05,
5602714,,4.7e-06,
5657894,,3.1e-06,
5624786,,0.0001066,
5613750,,0.0786188,
5591678,,2e-07,
5646858,,0.000309,
5635822,,1.53e-05,
5608421,,3.3e-06,
5663601,,2e-07,
5619457,,0.0001372,
5597385,,0.9507131,
5652565,,0.0002306,
5641529,,0.0,
5630248,,2e-07,
5602625,,0.0001991,
5657805,,1.14e-05,
5624697,,0.907494,
5613661,,6e-06,
5591589,,1e-07,
5646769,,2.01e-05,
5635733,,2.84e-05,
5608332,,7.1e-06,
5663512,,0.8168001,
5619368,,0.0,
5597296,,5.4e-06,
5652476,,0.0014141,
5641440,,3e-07,
5630504,,6.2e-06,
5630159,,2.83e-05,
5602536,,6.59e-05,
5657716,,8.27e-05,
5624608,,1.2e-06,
5613572,,9.8e-06,
5591500,,2.74e-05,
5646680,,5.99e-05,
5635644,,1e-05,
5608243,,0.0007146,
5663423,,5.9e-06,
5619279,,8.9e-06,
5597207,,0.4325369,
5652387,,0.2195428,
5641351,,1.6e-06,
5630415,,0.003405,
5602447,,6.01e-05,
5657627,,0.1317766,
5624519,,2e-07,
5613483,,0.0,
5591411,,1.8e-06,
5646591,,4e-07,
5635555,,0.1583239,
5608154,,4.93e-05,
5663334,,5e-06,
5619190,,3e-07,
5597118,,0.0003435,
5652298,,2e-07,
5641262,,2e-07,
5630326,,0.0003297,
5602703,,0.0001547,
5657883,,0.0001337,
5624775,,0.0149792,
5613739,,8e-07,
5591667,,3.85e-05,
5646847,,0.0008157,
5635811,,3e-06,
5608410,,0.0006359,
5663590,,1.66e-05,
5619446,,2.4e-06,
5597374,,0.0006462,
5652554,,1.3e-06,
5641518,,4.18e-05,
5630237,,3.5e-06,
5602614,,4e-07,
5657794,,0.000762,
5624686,,0.0022892,
5613650,,3.63e-05,
5591578,,1.1e-06,
5646758,,6.71e-05,
5635722,,3e-06,
5608321,,0.1440414,
5663501,,3.44e-05,
5619357,,0.000243,
5597285,,3.22e-05,
5652465,,1.6e-06,
5641429,,1.58e-05,
5630493,,5.85e-05,
5602525,,0.0,
5657705,,0.1125126,
5624597,,0.0027641,
5613561,,5.2e-05,
5591489,,3.4e-06,
5646669,,0.0018504,
5635633,,5e-07,
5608232,,0.0001968,
5663412,,0.0001181,
5619268,,4.8e-06,
5597196,,0.2387185,
5652376,,2.9e-06,
5641340,,0.1400046,
5630404,,9.8e-06,
5602436,,1e-07,
5657616,,2.6e-06,
5624508,,0.0002815,
5613472,,9.9e-06,
5591400,,0.0001235,
5646580,,3e-06,
5635544,,5.9e-06,
5608143,,0.0024942,
5663323,,7.18e-05,
5619179,,3.5e-05,
5597107,,6.02e-05,
5652287,,4.2e-06,
5641251,,6e-06,
5630315,,0.0001071,
5602692,,1.5e-06,
5657872,,2.04e-05,
